2023-11-17 11:17:05,637 INFO    StreamThr :623772 [internal.py:wandb_internal():86] W&B internal server running at pid: 623772, started at: 2023-11-17 11:17:05.637540
2023-11-17 11:17:05,638 DEBUG   HandlerThread:623772 [handler.py:handle_request():146] handle_request: status
2023-11-17 11:17:05,640 INFO    WriterThread:623772 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_111705-6dhuwgha/run-6dhuwgha.wandb
2023-11-17 11:17:05,640 DEBUG   SenderThread:623772 [sender.py:send():380] send: header
2023-11-17 11:17:05,641 DEBUG   SenderThread:623772 [sender.py:send():380] send: run
2023-11-17 11:17:05,938 INFO    SenderThread:623772 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_111705-6dhuwgha/files
2023-11-17 11:17:05,938 INFO    SenderThread:623772 [sender.py:_start_run_threads():1122] run started: 6dhuwgha with start time 1700241425.637535
2023-11-17 11:17:05,945 DEBUG   HandlerThread:623772 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 11:17:05,945 DEBUG   SenderThread:623772 [sender.py:send_request():407] send_request: check_version
2023-11-17 11:17:06,054 DEBUG   HandlerThread:623772 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 11:17:06,106 DEBUG   HandlerThread:623772 [system_info.py:__init__():32] System info init
2023-11-17 11:17:06,106 DEBUG   HandlerThread:623772 [system_info.py:__init__():47] System info init done
2023-11-17 11:17:06,106 INFO    HandlerThread:623772 [system_monitor.py:start():194] Starting system monitor
2023-11-17 11:17:06,106 INFO    SystemMonitor:623772 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 11:17:06,108 INFO    HandlerThread:623772 [system_monitor.py:probe():214] Collecting system info
2023-11-17 11:17:06,108 INFO    SystemMonitor:623772 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 11:17:06,110 INFO    SystemMonitor:623772 [interfaces.py:start():190] Started disk monitoring
2023-11-17 11:17:06,113 INFO    SystemMonitor:623772 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 11:17:06,114 INFO    SystemMonitor:623772 [interfaces.py:start():190] Started memory monitoring
2023-11-17 11:17:06,116 INFO    SystemMonitor:623772 [interfaces.py:start():190] Started network monitoring
2023-11-17 11:17:06,144 DEBUG   HandlerThread:623772 [system_info.py:probe():196] Probing system
2023-11-17 11:17:06,147 DEBUG   HandlerThread:623772 [system_info.py:_probe_git():181] Probing git
2023-11-17 11:17:06,155 DEBUG   HandlerThread:623772 [system_info.py:_probe_git():189] Probing git done
2023-11-17 11:17:06,155 DEBUG   HandlerThread:623772 [system_info.py:probe():244] Probing system done
