2023-11-17 10:32:45,181 INFO    StreamThr :618771 [internal.py:wandb_internal():86] W&B internal server running at pid: 618771, started at: 2023-11-17 10:32:45.180816
2023-11-17 10:32:45,182 DEBUG   HandlerThread:618771 [handler.py:handle_request():146] handle_request: status
2023-11-17 10:32:45,183 INFO    WriterThread:618771 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_103245-g0z384ro/run-g0z384ro.wandb
2023-11-17 10:32:45,183 DEBUG   SenderThread:618771 [sender.py:send():380] send: header
2023-11-17 10:32:45,185 DEBUG   SenderThread:618771 [sender.py:send():380] send: run
2023-11-17 10:32:45,557 INFO    SenderThread:618771 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_103245-g0z384ro/files
2023-11-17 10:32:45,557 INFO    SenderThread:618771 [sender.py:_start_run_threads():1122] run started: g0z384ro with start time 1700238765.180746
2023-11-17 10:32:45,566 DEBUG   HandlerThread:618771 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 10:32:45,566 DEBUG   SenderThread:618771 [sender.py:send_request():407] send_request: check_version
2023-11-17 10:32:45,723 DEBUG   HandlerThread:618771 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 10:32:45,777 DEBUG   HandlerThread:618771 [system_info.py:__init__():32] System info init
2023-11-17 10:32:45,777 DEBUG   HandlerThread:618771 [system_info.py:__init__():47] System info init done
2023-11-17 10:32:45,777 INFO    HandlerThread:618771 [system_monitor.py:start():194] Starting system monitor
2023-11-17 10:32:45,777 INFO    SystemMonitor:618771 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 10:32:45,778 INFO    HandlerThread:618771 [system_monitor.py:probe():214] Collecting system info
2023-11-17 10:32:45,780 INFO    SystemMonitor:618771 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 10:32:45,780 INFO    SystemMonitor:618771 [interfaces.py:start():190] Started disk monitoring
2023-11-17 10:32:45,781 INFO    SystemMonitor:618771 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 10:32:45,783 INFO    SystemMonitor:618771 [interfaces.py:start():190] Started memory monitoring
2023-11-17 10:32:45,784 INFO    SystemMonitor:618771 [interfaces.py:start():190] Started network monitoring
2023-11-17 10:32:45,864 DEBUG   HandlerThread:618771 [system_info.py:probe():196] Probing system
2023-11-17 10:32:45,868 DEBUG   HandlerThread:618771 [system_info.py:_probe_git():181] Probing git
2023-11-17 10:32:45,881 DEBUG   HandlerThread:618771 [system_info.py:_probe_git():189] Probing git done
2023-11-17 10:32:45,882 DEBUG   HandlerThread:618771 [system_info.py:probe():244] Probing system done
