2023-11-17 09:57:58,559 INFO    StreamThr :614487 [internal.py:wandb_internal():86] W&B internal server running at pid: 614487, started at: 2023-11-17 09:57:58.558689
2023-11-17 09:57:58,559 DEBUG   HandlerThread:614487 [handler.py:handle_request():146] handle_request: status
2023-11-17 09:57:58,561 INFO    WriterThread:614487 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_095758-5r6k5ihj/run-5r6k5ihj.wandb
2023-11-17 09:57:58,561 DEBUG   SenderThread:614487 [sender.py:send():380] send: header
2023-11-17 09:57:58,564 DEBUG   SenderThread:614487 [sender.py:send():380] send: run
2023-11-17 09:57:59,218 INFO    SenderThread:614487 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_095758-5r6k5ihj/files
2023-11-17 09:57:59,218 INFO    SenderThread:614487 [sender.py:_start_run_threads():1122] run started: 5r6k5ihj with start time 1700236678.558807
2023-11-17 09:57:59,241 DEBUG   HandlerThread:614487 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 09:57:59,242 DEBUG   SenderThread:614487 [sender.py:send_request():407] send_request: check_version
2023-11-17 09:57:59,383 DEBUG   HandlerThread:614487 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 09:57:59,428 DEBUG   HandlerThread:614487 [system_info.py:__init__():32] System info init
2023-11-17 09:57:59,428 DEBUG   HandlerThread:614487 [system_info.py:__init__():47] System info init done
2023-11-17 09:57:59,428 INFO    HandlerThread:614487 [system_monitor.py:start():194] Starting system monitor
2023-11-17 09:57:59,428 INFO    SystemMonitor:614487 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 09:57:59,429 INFO    HandlerThread:614487 [system_monitor.py:probe():214] Collecting system info
2023-11-17 09:57:59,430 INFO    SystemMonitor:614487 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 09:57:59,431 INFO    SystemMonitor:614487 [interfaces.py:start():190] Started disk monitoring
2023-11-17 09:57:59,433 INFO    SystemMonitor:614487 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 09:57:59,433 INFO    SystemMonitor:614487 [interfaces.py:start():190] Started memory monitoring
2023-11-17 09:57:59,434 INFO    SystemMonitor:614487 [interfaces.py:start():190] Started network monitoring
2023-11-17 09:57:59,458 DEBUG   HandlerThread:614487 [system_info.py:probe():196] Probing system
2023-11-17 09:57:59,459 DEBUG   HandlerThread:614487 [system_info.py:_probe_git():181] Probing git
2023-11-17 09:57:59,465 DEBUG   HandlerThread:614487 [system_info.py:_probe_git():189] Probing git done
2023-11-17 09:57:59,465 DEBUG   HandlerThread:614487 [system_info.py:probe():244] Probing system done
